Creator Name,Creator Channel,Link Primary,Platform Primary,Platform Secondary,Origin List,Topic/Category,Geography,Groups,New Tags,Special Lists,Notes
Matthew Zeitlin,Footnoted,https://www.footnoted.com/,Newsletter - Beehiiv,,Project C Slack,Law/Legal Issues,National - US,Power & Politics,,,
Latoya Allen,The Strategy Files,https://thestrategyfiles.beehiiv.com/,Newsletter - Beehiiv,,Project C Slack,Fashion,National - US,Lifestyle & Personal Life,,,
Lex Roman,Journalists Pay Themselves,https://www.paidnewsletterplaybook.com/,Newsletter - Beehiiv,,Project C Slack,Media/Power,National - US,Culture & Media,,,
Louie Woodall,Climate Proof,https://www.climateproof.news/,Newsletter - Beehiiv,,Project C Slack,Climate/Environment,Alabama - US,"Science, Health & Environment",,,
Maddie Poore,The 51st,,Newsetter - Ghost,,Project C Slack,Local News,"Washington, D.C.",Civic Life,,,NOTE: Move to Co-Op list?
Matt Brown,Extra Points,https://www.extrapointsmb.com/,Website,,Project C Slack,Sports,National - US,Lifestyle & Personal Life,,,
Savannah Eccles Johnson,Savypolitics,https://www.instagram.com/savypolitics,Video - Instagram,,Justin's List,"Law/Legal Issues, Politics",National - US,Power & Politics,,,
Nayyera Haq,Nayyera Haq,https://www.instagram.com/nayyeroar/,Video - Instagram,,Project C Slack,"Politics, Media/Power","Washington, D.C.","Culture & Media, Power & Politics",,,
Rivandwino Rivan,Rivan Updates,https://www.tiktok.com/@rivanupdates,Video - TikTok,,Project C Slack,World,Indonesia,General News,,,
Soleil Ho,,Coyote Media Collective,Newsetter - Ghost,,Project C Slack,Local News,"San Francisco, CA",Civic Life,,,NOTE: Move to Co-Op list?
Tony Mecia,The Charlotte Ledger,https://www.thecharlotteledger.com,Newsletter - Substack,,Project C Slack,Local News,"Charlotte, NC",Civic Life,,,
Allie Jones,Gossip Time,https://www.gossiptime.news/,Newsletter - Substack,,AHP Recs,"Culture, Entertainment/Hollywood","New York, NY",Culture & Media,,,
Renee Knake Jefferson,Legal Ethics Roundup,https://legalethics.substack.com/,Newsletter - Substack,,Steve Vladeck,Law/Legal Issues,"Houston, TX",Power & Politics,,,
Daniel B. Rodriguez,Daniel B. Rodriguez,https://danielbrodriguez.substack.com/,Newsletter - Substack,,Steve Vladeck,"Law/Legal Issues, Education","Chicago, IL","Civic Life, Power & Politics",,,
Ryan Goodman,Just Security,https://www.justsecurity.org/,Website,,Steve Vladeck,Law/Legal Issues,"New York, NY",Power & Politics,,,
Joyce Vance,Joyce Vance,https://joycevance.substack.com/,Newsletter - Substack,,Steve Vladeck,"Law/Legal Issues, Politics","Birmingham, AL",Power & Politics,,,
Daniel Van Binsbergen,Daniel Van Binsbergen,https://www.linkedin.com/in/danielvanbinsbergen/,Social - LinkedIn,,David Lat,"Law/Legal Issues, Tech",United Kingdom,"Power & Politics, Money & Work",,,
Erin Durant,Durant’s Rants,https://durantsrants.substack.com/,Newsletter - Substack,,David Lat,"Law/Legal Issues, Politics",Canada,Power & Politics,,,
Sean West,GeoLegal Notes,https://www.linkedin.com/in/seanpwest1/,Social - LinkedIn,,David Lat,"Law/Legal Issues, Politics","Santa Monica, CA",Power & Politics,,,
Tom Martin,LawDroid,https://lawdroid.substack.com/,Newsletter - Substack,,David Lat,"Law/Legal Issues, Politics, Tech",Canada,"Power & Politics, Money & Work",,,
Ernie Svenson,Ernie the Attorney,https://www.linkedin.com/in/ernieattorney/,Social - LinkedIn,,Jordan Furlong,"Law/Legal Issues, Politics, Tech","New Orleans, LA","Power & Politics, Money & Work",,,
Anton Sorkin,Cross and Gavel,https://crossandgavel.substack.com/,Newsletter - Substack,,Jordan Furlong,"Law/Legal Issues, Politics, Faith/Religion","Washington, D.C.","Social Issues, Power & Politics",,,
Charlotte Smith,Culture of Law Firm,https://cultureoflawfirm.substack.com/,Newsletter - Substack,,Jordan Furlong,"Law/Legal Issues, Politics, Self Help",California - US,"Power & Politics, Lifestyle & Personal Life",,,
Brianna Wickey,Scoop Charlotte,https://www.scoopcharlotte.com/,Newsletter - Beehiiv,,Ryan's List,"Local News, Home, Lifestyle, Real Estate","Charlotte, NC","Lifestyle & Personal Life, Civic Life, Money & Work",,,
Tiffany A. Yu,Disabled and Well,https://www.tiktok.com/@imtiffanyyu,Video - TikTok,,Ryan's List,"Identity/Belonging, Activism","Los Angeles, CA",Social Issues,,,
Glenn Kessler,By Glenn Kessler,https://glennkessler.substack.com/,Newsletter - Substack,,Ryan's List,"Media/Power, Politics","Washington, D.C.","Culture & Media, Power & Politics",,,WaPo Alum
Geoffrey A. Fowler,Geoffrey A. Fowler,https://geoffreyafowler.substack.com/,Newsletter - Substack,,Ryan's List,Tech,"Washington, D.C.",Money & Work,,,WaPo Alum
Azi Paybarah,Azi Paybarah,https://azipaybarah.substack.com/,Newsletter - Substack,,Ryan's List,Politics,"Washington, D.C.",Power & Politics,,,WaPo Alum
Lamenuel Scales,Hood News 75,https://www.instagram.com/hood_news_75/,Video - Instagram,https://www.tiktok.com/@hood_news_75,Ryan's List,"Local News, Comedy","Cincinnati, OH","Culture & Media, Civic Life",,,
Leeja Miller,Leeja Miller,https://www.youtube.com/@LeejaMiller,Video - YouTube,Newsletter - Substack,Ryan's Research Ast.,"Law/Legal Issues, Media/Power","Minneapolis, MN","Power & Politics, Culture & Media",,,
Matt Yglesias,Slow Boring,https://www.slowboring.com,Newsletter - Substack,Social - Twitter / X,Ryan's Research Ast.,"Finance/Economics, Politics","Washington, D.C.","Money & Work, Power & Politics",,,
Seamus Hughes,Court Watch,https://twitter.com/SeamusHughes,Newsletter - Beehiiv,,Ryan's Research Ast.,"Law/Legal Issues, Government Accountability","Washington, D.C.",Power & Politics,,,
Suzanne Kianpour,Helmet to Heels,https://www.instagram.com/helmettoheels,Video - Instagram,Newsletter - Substack,Ryan's Research Ast.,"Fashion, Politics, World",National - US,"Lifestyle & Personal Life, Power & Politics, General News",,,
Trish Pasricha,Trish Pasricha MD,https://www.instagram.com/trishapasrichamd/,Video - Instagram,,Ryan's Research Ast.,"Health/Wellness, Science","Boston, MA","Science, Health & Environment",,,
Yowei Shaw,Proxy,https://www.proxypodcast.com/,Podcast,Video - Instagram,Ryan's Research Ast.,"Science, Mental Health, Health/Wellness, Culture, Identity/Belonging","Philadelphia, PA","Culture & Media, Science, Health & Environment, Social Issues",,,
Zaid Admani,Admani Explains,https://www.tiktok.com/@admani_explains,Video - TikTok,Social - LinkedIn,Ryan's Research Ast.,"Business, Tech","Houston, TX",Money & Work,,,
Michael Khieu,King Khieu,https://www.instagram.com/king_khieu/,Video - Instagram,,Ryan's Research Ast.,General News,National - US,General News,,Influencer,
Yuval Ben-Hayun,Yuval the Terrible,https://www.tiktok.com/@yuvaltheterrible,Video - TikTok,,Ryan's Research Ast.,"General News, Government Accountability",National - US,"General News, Power & Politics",,,
Alex Kellerman,The F*ckin' News,https://www.instagram.com/the4ckinnews/,Video - Instagram,Video - TikTok,Ryan's Research Ast.,"General News, Comedy",North Carolina - US,"Culture & Media, General News",,,
Aaron Parnas,Aaron Parnas,https://www.tiktok.com/@aaronparnas1,Video - TikTok,Newsletter - Substack,Ryan's Research Ast.,Politics,"Washington, D.C.",Power & Politics,,,
David Gokhshtein,Gokhshtein News Network,https://www.youtube.com/@GokhshteinNewsNetwork,Video - YouTube,Social - Twitter / X,Ryan's Research Ast.,"Finance/Economics, Tech",National - US,Money & Work,,,
Madeline Pendleton,Madeline Pendleton,https://www.tiktok.com/@madeline_pendleton,Video - TikTok,Podcast,Ryan's Research Ast.,"Politics, Business, Personal Finance","New York, NY","Money & Work, Power & Politics",,,
Jonathan Katz,Katz on Earth,https://www.tiktok.com/@katzonearth,Video - TikTok,Social - Twitter / X,Ryan's Research Ast.,"Politics, History",National - US,"Culture & Media, Power & Politics",,,
Tom Lobianco,24 Sight News,https://www.linkedin.com/in/tomlobianco,Newsletter - Substack,Social - Twitter / X,Ryan's Research Ast.,Politics,"Washington, D.C.",Power & Politics,,,
Molly White,Web3 Is Going Just Great,https://www.web3isgoinggreat.com,Website,,Ryan's Research Ast.,"Tech, Business","Boston, MA",Money & Work,,,
PJ Vogt,Search Engine,https://www.instagram.com/pjvogt,Podcast,,Ryan's Research Ast.,"Tech, Culture, Explanatory","New York, NY","Culture & Media, Journalism Formats, Money & Work",,,
Anne Helen Petersen,Culture Study,https://www.patreon.com/cw/CultureStudy,Newsletter - Other,Podcast,Ryan's Research Ast.,Culture,Washington - US,Culture & Media,,,
Gabe Fleisher,Wake Up To Politics,https://www.instagram.com/wakeupolitics,Video - Instagram,,Ryan's Research Ast.,Politics,"Washington, D.C.",Power & Politics,,,
Josh Barro,Very Serious ,https://twitter.com/jbarro,Social - Twitter / X,Newsletter - Substack,Ryan's Research Ast.,"Politics, Finance/Economics, Culture","New York, NY","Culture & Media, Money & Work, Power & Politics",,,
Tim Pool,Timcast,https://www.youtube.com/@Timcast,Video - YouTube,,Ryan's Research Ast.,"Politics, Culture",National - US,"Culture & Media, Power & Politics",,,
Aly Walansky,Aly Walansky,https://www.instagram.com/alywalansky,Video - Instagram,,Ryan's Research Ast.,"Food, Travel, Recipes","New York, NY",Lifestyle & Personal Life,,,
Heather Cox Richardson,Letters from an American,https://heathercoxrichardson.substack.com,Newsletter - Substack,Video - Instagram,Ryan's Research Ast.,"Politics, History, Government Accountability",Maine - US,"Power & Politics, Culture & Media",,,
Glenn Greenwald,System Update,https://twitter.com/ggreenwald,Social - Twitter / X,Video - Rumble,Ryan's Research Ast.,"National Security, Government Accountability",Brazil,Power & Politics,,,"Added ""Video - Rumble"" platform "
Matt Taibbi,Racket News,https://taibbi.substack.com,Newsletter - Substack,,Ryan's Research Ast.,"Politics, Culture, Media/Power",New Jersey - US,"Culture & Media, Power & Politics",,,
Kate Lindsay,Embedded,https://embedded.substack.com,Newsletter - Substack,,Ryan's Research Ast.,Internet Culture,"New York, NY",Culture & Media,,,
Owen Jones,Owen Jones Talks,https://www.youtube.com/@OwenJonesTalks,Video - YouTube,,Ryan's Research Ast.,"Politics, World",United Kingdom,"Power & Politics, General News",,,
Kassy Cho,Kassy,https://www.tiktok.com/@kassycho,Video - TikTok,,Ryan's Research Ast.,Human Rights,Taiwan,Social Issues,,,"Added topic ""Human Rights"""
Alex Kantrowitz,Big Technology,https://www.bigtechnology.com,Newsletter - Substack,Podcast,Ryan's Research Ast.,Tech,"New York, NY",Money & Work,,,
Andrew Sullivan,The Weekly Dish,https://andrewsullivan.substack.com,Newsletter - Substack,Podcast,Ryan's Research Ast.,"Politics, Culture","New York, NY","Culture & Media, Power & Politics",,,
Dhruv Rathee,Dhruv Rathee,https://www.youtube.com/@dhruvrathee,Video - YouTube,,Ryan's Research Ast.,"Politics, World, Culture",India,"Culture & Media, Power & Politics, General News",,,"Added ""India"" to geo"
Joe Rogan,The Joe Rogan Experience,https://www.youtube.com/@joerogan,Video - YouTube,Podcast,Ryan's Research Ast.,"Politics, Culture, Comedy","Austin, TX","Culture & Media, Power & Politics",,,
Hasan Piker,HasanAbi,https://www.twitch.tv/hasanabi,Video - Twitch,Video - YouTube,Ryan's Research Ast.,"Politics, Culture, World","Los Angeles, CA","Culture & Media, Power & Politics, General News",,,
Kristy Drutman,browngirl_green,https://www.instagram.com/kristydrutman,Video - Instagram,,Ryan's Research Ast.,"Climate/Environment, Tech","Los Angeles, CA","Science, Health & Environment, Money & Work",,,
Philip DeFranco,The Philip DeFranco Show,https://www.youtube.com/@PhilipDeFranco,Video - YouTube,,Ryan's Research Ast.,"General News, Politics",National - US,"General News, Power & Politics",,,
Yashar Ali,The Reset,https://twitter.com/yashar,Social - Twitter / X,Newsletter - Substack,Ryan's Research Ast.,"World, General News, Politics","New York, NY","General News, Power & Politics",,,
Eliot Peper,The Profile,https://www.theprofile.io,Website,,Ryan's Research Ast.,"Media/Power, Business","San Francisco, CA","Money & Work, Culture & Media",,,
Ben Swann,Ben Swann,https://www.instagram.com/benswann_,Video - Instagram,,Ryan's Research Ast.,Investigative,Texas - US,Journalism Formats,,,
Abby Martin,Empire Files,https://www.youtube.com/empirefiles,Video - YouTube,Social - Twitter / X,Ryan's Research Ast.,"Investigative, Politics, World",National - US,"Journalism Formats, Power & Politics, General News",,,
Francesca Fiorentini,The Bitchuation Room,https://www.youtube.com/@franifio,Video - YouTube,Video - Twitch,Ryan's Research Ast.,"Comedy, Politics","Los Angeles, CA","Culture & Media, Power & Politics",,,
Matt Binder,Matt Binder,https://www.youtube.com/c/MattBinder,Video - YouTube,,Ryan's Research Ast.,"Culture, Politics","New York, NY","Culture & Media, Power & Politics",,,Seems to have stepped away from newsletter and produced videos to exclusively go live on YT.
Soledad O’Brien,Soledad O’Brien,https://www.instagram.com/soledadobrien/,Video - Instagram,,Ryan's Research Ast.,"Culture, Politics","New York, NY","Culture & Media, Power & Politics",,,RE-ADDED as a IGer
Briahna Joy Grey,Bad Faith,https://www.youtube.com/@BadFaithPodcast,Podcast,Video - YouTube,Ryan's Research Ast.,"Politics, Culture","Washington, D.C.","Culture & Media, Power & Politics",,,
Leonardo Puglisi,Leonardo Puglisi,https://www.youtube.com/@6NewsAU,Video - YouTube,,Ryan's Research Ast.,General News,Australia,General News,,,
Ben Shapiro,The Ben Shapiro Show,https://www.youtube.com/@BenShapiro,Video - YouTube,Social - Twitter / X,Ryan's Research Ast.,Politics,"Nashville, TN",Power & Politics,,,
Steven Crowder,Louder with Crowder,https://www.youtube.com/@LouderWithCrowder,Video - YouTube,Video - Rumble,Ryan's Research Ast.,Politics,"Dallas, TX",Power & Politics,,,
Kyle Kulinski,Secular Talk,https://www.youtube.com/@SecularTalk,Video - YouTube,,Ryan's Research Ast.,Politics,"New York, NY",Power & Politics,,,
Candace Owens,Candace Owens,https://www.youtube.com/@RealCandaceO,Video - YouTube,Social - Twitter / X,Ryan's Research Ast.,Politics,National - US,Power & Politics,,,
Hasan Minhaj,Hasan Minhaj,https://www.instagram.com/hasanminhaj,Video - Instagram,,Ryan's Research Ast.,"Politics, Comedy","Los Angeles, CA","Culture & Media, Power & Politics",,,
John Iadarola,The Damage Report,https://www.youtube.com/@TheDamageReport,Video - YouTube,Social - Facebook,Ryan's Research Ast.,Politics,"Los Angeles, CA",Power & Politics,,,
Kim Iversen,Kim Iversen,https://www.youtube.com/@KimIversenShow,Video - YouTube,Social - Twitter / X,Ryan's Research Ast.,"Politics, Foreign Policy",California - US,Power & Politics,,,"Added ""foreign policy"" category"
Krystal Ball,Krystal Ball,https://www.youtube.com/@BreakingPoints,Video - YouTube,Podcast,Ryan's Research Ast.,Politics,Texas - US,Power & Politics,,,
Saagar Enjeti,Saagar Enjeti,https://www.youtube.com/@BreakingPoints,Video - YouTube,Podcast,Ryan's Research Ast.,Politics,"Washington, D.C.",Power & Politics,,,
Anand Giridharadas,Anand Giridharadas,https://www.instagram.com/anandwrites,Video - Instagram,Newsletter - Substack,Ryan's Research Ast.,"Culture, Politics","New York, NY","Culture & Media, Power & Politics",,,
Molly Jong-Fast,Molly Jong-Fast,https://www.instagram.com/mollyjongfast,Video - Instagram,Video - YouTube,Ryan's Research Ast.,"Politics, Culture","New York, NY","Culture & Media, Power & Politics",,,
Julia La Roche,The Julia La Roche Show,https://www.youtube.com/@TheJuliaLaRocheShow,Video - YouTube,Podcast,Ryan's List,"Business, Personal Finance, Tech","New York, NY",Money & Work,,,
Chris Richards,The Future is Ours to Make,https://thefutureisourstomake.substack.com/,Newsletter - Substack,Video - Instagram,Write-in,"Business, Music","Washington, D.C.","Money & Work, Culture & Media",,,WaPo alum
Igor Studenkov,Chicago Media Journal,https://chimediajournal.substack.com/,Newsletter - Substack,,Liz Chicago Cohort,"Media/Power, Local","Chicago, IL","Civic Life, Culture & Media",,,NEW
Kat Abughazaleh,Katmabu,https://www.tiktok.com/@katmabu?lang=en,Video - TikTok,,Liz Chicago Cohort,"Local, Politics, Culture","Chicago, IL","Culture & Media, Civic Life, Power & Politics",,,NEW
Joanna Stern,Thisismynextthing,thisismynextthing.com,Website,,Justin's List,Tech,National - US,Money & Work,,,
Ulrike Langer,News Machines,https://newsmachines.beehiiv.com/,Newsletter - Beehiiv,,Going Solo,"Tech, Media/Power",Washington - US,"Culture & Media, Money & Work",,,
Petula Devorak,Petulant,https://petulant.substack.com/,Newsletter - Substack,,Going Solo,Local News,"Washington, D.C.",Civic Life,,,WaPo alum
Niala Boodhoo,Niala Boodhoo,https://substack.com/@nialaboodhoo,Newsletter - Substack,,Ryan's List,Faith/Religion,"Washington, D.C.",Social Issues,,,
Brian Reed,Question Everything,https://questioneverything.substack.com/,Podcast,,Ryan's List,Media/Power,"New York, NY",Culture & Media,,,Co-production with KCRW
Sam Sanders,The Sam Sanders Show,https://www.instagram.com/samsanders/,Podcast,,Ryan's List,Entertainment/Hollywood,"Los Angeles, CA",Culture & Media,,,Co-production with KCRW
Andy DeMeo,Granite Goodness,https://www.granitegoodness.com/,Newsletter - Substack,,Ryan's List,"Local News, Positive News",New Hampshire - US,"Civic Life, General News",,,
Derek Thompson,Derek Thompson,https://www.derekthompson.org/,Newsletter - Substack,,Ryan's List,"Explanatory, General News","Washington, D.C.","Journalism Formats, General News",,,
Nate Silver,Silver Bulletin,https://www.natesilver.net/,Newsletter - Substack,,Ryan's List,"Explanatory, Politics",New Hampshire - US,"Journalism Formats, Power & Politics",,,
Huma Zaidi Razvi,The Fifth,https://www.instagram.com/from_thefifth/,Video - Instagram,,Ryan's List,"Explanatory, General News","New York, NY","Journalism Formats, General News",,,
Claudine Zap,Must Like Fog,https://mustlikefog.substack.com/,Newsletter - Substack,,Project C Slack,"Real Estate, Local","San Francisco, CA","Civic Life, Money & Work",,,
Matt Laslo,Ask a Pol,https://www.askapolpolitics.com/,Newsletter - Substack,,Ryan's List,Politics,"Washington, D.C.",Power & Politics,,,
Alisa Tang,Alisa Daily Dose,https://alisadailydose.beehiiv.com/,Newsletter - Beehiiv,,Ryan's List,Local News,"Washington, D.C.",Civic Life,,,
Jacob Donnelly,A Media Operator,,,,,,,,,,
Matt Domino,Surfaces,,,,,,,,,,
Carla Zanoni,The Em Dash,,,,,,,,,,
Evan Shapiro,Media War and Peace,,,,,,,,,,
Lia Haberman,ICYMI,,,,,,,,,,
Mohuya Khan,Mohuya Khan,https://www.instagram.com/mohuyaakhan/,Video - Instagram,,Nayyera Haq,"Lifestyle, Fashion","New York, NY",Lifestyle & Personal Life,,,
Bill McBride,CalculatedRisk,https://calculatedrisk.substack.com/,,,,,,,,,
Rachel Donald,Planet: Critical,https://www.planetcritical.com/,Newsetter - Ghost,Instagram @planetcritical,Jessica Stahl: Climate,"Climate/Environment, Finance/Economics, Politics, World",United Kingdom,"Science, Health & Environment, Money & Work, Power & Politics, General News",,,"Her work is also published freeland for Guardian, Al Jazeera, Mongabay, Intercept, but Planet Critical is exclusives "
Neelima Vallangi,Climate Matters,https://climatematters.substack.com/,Newsletter - Substack,Instagram @neelimav,Jessica Stahl: Climate,Climate/Environment,South Asia,"Science, Health & Environment",,,
Emily Sanders,Exxon Knews,https://www.exxonknews.org/,Newsletter - Substack,N/A,Jessica Stahl: Climate,Climate/Environment,"Washington, D.C.","Science, Health & Environment",,,Her project is listed on LinkedIn as for the Center for Climate Integrity
Miranda Green,Evergreen,https://mirandacgreen.substack.com/,Newsletter - Substack,Personal Website,Jessica Stahl: Climate,"Climate/Environment, Politics","Los Angeles, CA","Science, Health & Environment, Power & Politics",,,Also publishes Atmos Magazine weekly newsletter
Daniel Rothberg,Invisible Waters,https://invisiblewaters.substack.com/,Newsletter - Substack,Personal Website,Jessica Stahl: Climate,Climate/Environment,California - US,"Science, Health & Environment",,,UC Davis scientist also publishing a nonfiction book 
Chris Clarke,Letters from the Desert,https://lettersfromthedesert.substack.com/,Newsletter - Substack,"Instagram, @yucca.brevifolia ",Jessica Stahl: Climate,Climate/Environment,California - US,"Science, Health & Environment",,,
Jonathan P. Thompson,The Land Desk,https://www.landdesk.org/,Newsletter - Substack,N/a ,Jessica Stahl: Climate,Climate/Environment,Colorado - US,"Science, Health & Environment",,,"Also runs a small publishing house, Lost Souls Press"
Yessenia Funes,Possibilities,https://www.possibilities.news/,Newsletter - Other,N/A ,Jessica Stahl: Climate,"Climate/Environment, Activism","New York, NY","Social Issues, Science, Health & Environment",,,"Former Atmos, also freelances "
Andy Revkin,Sustain What,https://revkin.substack.com/,Newsletter - Substack,YouTube,Jessica Stahl: Climate,"Climate/Environment, Science, Media/Power",Maine - US,"Science, Health & Environment, Culture & Media",,,
Amanda Royal,Earth Hope,https://earthhope.substack.com/,Newsletter - Substack,N/A,Jessica Stahl: Climate,"Climate/Environment, Positive News","San Francisco, CA","Science, Health & Environment, General News",,,
Mike Shanahan,Nature Beat,https://thenaturebeat.substack.com/,Newsletter - Substack,X,Jessica Stahl: Climate,"Climate/Environment, Outdoors",United Kingdom,"Science, Health & Environment, Lifestyle & Personal Life",,,
John Earl,SoCal Water Wars,https://socalwaterwars.substack.com/,Newsletter - Substack,N/A ,Jessica Stahl: Climate,"Climate/Environment, Government Accountability, Local",California - US,"Science, Health & Environment, Power & Politics, Civic Life",,,
Laura Paskus,—,https://laurapaskus215494.substack.com/,Newsletter - Substack,"Website, New Mexico Rivers Rising ",Jessica Stahl: Climate,"Climate/Environment, Local, Government Accountability","New Mexico, U.S. ","Science, Health & Environment, Power & Politics, Civic Life",,,https://www.newmexicoriversrising.com/about
Sophia Li,Steward,https://www.instagram.com/sophfei/,Podcast,STEWARD podcast ,Jessica Stahl: Climate,"Activism, Climate/Environment, Outdoors","New York, NY","Social Issues, Science, Health & Environment, Lifestyle & Personal Life",,,
Jacob Simon,Jacobsimonsays,https://www.instagram.com/jacobsimonsays/,Newsletter - Substack,Substack,Jessica Stahl: Climate,"Climate/Environment, Explanatory, Education","New York, NY","Science, Health & Environment, Civic Life, Journalism Formats",,,
Caroline Saunders,Pale Blue Tart,https://palebluetart.substack.com/,Newsletter - Substack,Personal Website,Jessica Stahl: Climate,"Climate/Environment, Food","New York, NY","Science, Health & Environment, Lifestyle & Personal Life",,,
Whitney Bauck,Unwrinkling,https://whitneybauck.substack.com/,Newsletter - Substack,Instagram @unwrinkling,Jessica Stahl: Climate,"Climate/Environment, Food, Explanatory","New York, NY","Science, Health & Environment, Journalism Formats, Lifestyle & Personal Life",,,
David Roberts,Volts,https://www.volts.wtf/,Newsletter - Substack,Podcast on Spotify and Apple,Jessica Stahl: Climate,"Climate/Environment, Explanatory, Education, Tech",Washington - US,"Science, Health & Environment, Civic Life, Journalism Formats, Money & Work",,,
Vince Beiser,Power Metal,https://powermetal.substack.com/,Newsletter - Substack,https://vincebeiser.com/,Jessica Stahl: Climate,"Climate/Environment, Utility, Tech, Government Accountability",Canada,"Science, Health & Environment, Power & Politics, Money & Work, Civic Life",,,
Bianca Graulau,—,https://www.youtube.com/@BiancaGraulau,Video - YouTube,Tik Tok,Jessica Stahl: Climate,"Activism, Climate/Environment, World",Puerto Rico,"Social Issues, Science, Health & Environment, General News",,,
Navya Singh,News with Navya,https://www.instagram.com/newswithnavya/,Video - Instagram,You Tube,Jessica Stahl: Climate,"Climate/Environment, Education",India,"Science, Health & Environment, Civic Life",,,
Alex Heath,Sources ,https://sources.news/,Newsletter - Substack,Podcast - ACCESS,Claude,"Tech, Internet Culture, Finance/Economics","Los Angeles, CA","Money & Work, Culture & Media",,,
Alexander Russo,The Grade ,https://alexanderrusso.substack.com/,Newsletter - Substack,X- The Grade,Claude,"Education, Local News, Media/Power","New York, NY","Civic Life, Culture & Media",,,
Alison Roman,a newsletter ,https://alisoneroman.substack.com/,Newsletter - Substack,YouTube,Claude,"Food, Day in a Life","New York, NY","Journalism Formats, Lifestyle & Personal Life",,,
Anton Sorkin,Cross and Gavel ,https://crossandgavel.substack.com/,Newsletter - Substack,Christian Legal Society Page,Claude,"Faith/Religion, Law/Legal Issues",Virginia - US,"Social Issues, Power & Politics",,,Anton is a member the Chrstian Legal Society and the page is assosciated with them 
Ashlee Vance,Core Memory,https://www.corememory.com/,Newsletter - Substack,You Tube,Claude,"Tech, Investigative",California - US,"Journalism Formats, Money & Work",,,Eryney Marrogi and Kylie Robison are also contributors 
Austin Kocher,Austin Kocher,https://austinkocher.substack.com/,Newsletter - Substack,X,Claude,"Immigration, Law/Legal Issues","New York, NY","Social Issues, Power & Politics",,,
Bobby Ross Jr.,Religion Unplugged's Weekend Plug-In,https://weekendplugin.substack.com/,Newsletter - Substack,https://religionunplugged.com/,Claude,"Faith/Religion, Media/Power",Oklahoma - US,"Social Issues, Culture & Media",,,Religion Unplugged is a larger organization with more contributors
Connie Bowen,Agriculture Is for People/ Farmhand Ventures,https://agricultureisforpeople.substack.com/,Newsletter - Substack,https://www.farmhandventures.com/,Claude,"Agriculture, Local, Climate/Environment","Missouri, U.S. ","Science, Health & Environment, Civic Life",Agriculture,,Newsletter is on behalf of her company Farmhand Venture 
Cory Doctorow,Pluralistic,https://pluralistic.net/,Website,https://x.com/doctorow,Claude,"Activism, Tech, Law/Legal Issues, Government Accountability","Los Angeles, CA","Social Issues, Power & Politics, Money & Work",,,
Craig Calcaterra,Cup of Coffee,https://cupofcoffee.substack.com/,Newsletter - Substack,https://www.cupofcoffeenews.com/,Claude,"Sports, Day in a Life","Ohio, U.S. ","Journalism Formats, Lifestyle & Personal Life",,,Writes about mostly sports 
David Lat,Original Jurisdiction,https://davidlat.substack.com/,Newsletter - Substack,https://abovethelaw.com/,Claude,"Government Accountability, Law/Legal Issues","New York, NY",Power & Politics,,,"Founded another platform, Above the Law "
Doug Lewin,Texas Energy and Power Newsletter,https://www.texasenergyandpower.com/,Newsletter - Substack,YouTube: https://www.youtube.com/@DougLewinEnergy,Claude,"Climate/Environment, Law/Legal Issues, Local","Austin, TX","Science, Health & Environment, Power & Politics, Civic Life",,,
Clara,"Hmm, That's Interesting",https://www.colormeloverly.com/,Newsletter - Substack,"Instagram , @colormelovely",AHP Recs,"Culture, Internet Culture","New York, NY",Culture & Media,,,
Sara Petersen,In Pursuit of Clean Countertops,https://substack.com/@sarapetersen,Newsletter - Substack,Instagram,AHP Recs,"Parenting, Home, Day in a Life","New Hampshire, U.S. ","Journalism Formats, Lifestyle & Personal Life",,,She also runs a podcast https://cultofperfect.substack.com/?utm_campaign=profile_chips
Amanda Montei,Mad Woman,https://amandamontei.substack.com/p/the-housemaid-is-so-bad-but-at-least,Newsletter - Substack,Instagram,AHP Recs,"Gender, Internet Culture, Parenting",California - US,"Social Issues, Culture & Media, Lifestyle & Personal Life",,,"Also cohosts a podcast, Dire Straights Pod: https://www.direstraightspod.com/?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGnrCmy_Qc11XnA4CqzoTgQiOT2BxrU7u7U4q8ZYq8htKv1RdtN9UHmn97Zdlg_aem_rrldZ7hy_ca97LYrHnoxww"
Virginia Sole-Smith,Burnt Toast,https://virginiasolesmith.substack.com/,Newsletter - Substack,Podcast ,AHP Recs,"Food, Home, Parenting","New York, NY",Lifestyle & Personal Life,,,
Garrett Buck,The White Pages,https://thewhitepages.substack.com/,Newsletter - Substack,Instagram,AHP Recs,"Local, Activism, Politics",Wisconsin - US,"Social Issues, Civic Life, Power & Politics",,,
Lyz Lenz,Lyz,https://lyz.substack.com/,Newsletter - Substack,https://www.instagram.com/lyzlenz/?hl=en,AHP Recs,"Gender, Politics, Culture","Iowa, U.S.","Culture & Media, Social Issues, Power & Politics",,,
