slug,creator_name,creator_channel,platform_primary,topic,tier,bsky_handle,bsky_display_name,bsky_followers,bsky_description,match_score,match_confidence,bsky_profile_url,reviewer_decision,notes
meg,Meg,District By Meg,Video - Instagram,Things to Do,3,megamidevice.bsky.social,メガミデバイス公式/MEGAMI DEVICE official,0,"”美少女×メカニック”の1/1スケールプラモデルシリーズ【メガミデバイス】はあなたの“創る”を応援します！
1/1 scale model kit series combining Bishoujo-style x heavy armame",5,MEDIUM,https://bsky.app/profile/megamidevice.bsky.social,,
meg,Meg,District By Meg,Video - Instagram,Things to Do,3,meganamram.bsky.social,Megan Amram,0,"it's this weird, sexual, anti-comedy comedy that's 'in' right now. - my mom",5,MEDIUM,https://bsky.app/profile/meganamram.bsky.social,,
meg,Meg,District By Meg,Video - Instagram,Things to Do,3,meganhunt.bsky.social,Senator Megan Hunt,0,"Independent State Senator in Omaha's District 8, shopgirl, mother, big Taurus energy. meganhunt.net.",5,MEDIUM,https://bsky.app/profile/meganhunt.bsky.social,,
morgan,Morgan,Morgan,Social - Instagram,Books/Writing,3,morganricks1.bsky.social,Morgan Ricks,0,"Vanderbilt law professor. Formerly U.S. Treasury (crisis team), Citadel (merger arbitrage), Merrill Lynch (financial ins",5,MEDIUM,https://bsky.app/profile/morganricks1.bsky.social,,
morgan,Morgan,Morgan,Social - Instagram,Books/Writing,3,morgansung.bsky.social,morgan sung,0,"internet explainer, yarn hoarder, professional yapper on Close All Tabs from KQED ❣️",5,MEDIUM,https://bsky.app/profile/morgansung.bsky.social,,
noorz,Noorz,Noorz,Social - Instagram,Lifestyle,3,najnoorzai.bsky.social,Najib Noorzai,0,"Humanitarian worker & PhD student studying political violence & governance, Alum @AmericanU and @VUamsterdam",5,MEDIUM,https://bsky.app/profile/najnoorzai.bsky.social,,
noorz,Noorz,Noorz,Social - Instagram,Lifestyle,3,noorzaman.bsky.social,Noorzaman,0,Book seller,5,MEDIUM,https://bsky.app/profile/noorzaman.bsky.social,,
paul-thacker,Paul Thacker,Paul Thacker,Social - Instagram,Photography,3,housethacker.bsky.social,Paul Thacker ,0,"House Thacker Photography
Instagram: @housethacker",4,MEDIUM,https://bsky.app/profile/housethacker.bsky.social,,
raquel-willis,Raquel Willis,Raquel Willis,Video - Instagram,"LGBTQIA, Identity/Belonging",3,handle.invalid,Raquel Willis,0,"✦ co-founder, @genderlib.com
✦ author, THE RISK IT TAKES TO BLOOM
✦ host, AFTERLIVES + QUEER CHRONICLES
✦ activist ✦ med",4,MEDIUM,https://bsky.app/profile/handle.invalid,,
recel,Recel,Recel,Social - Instagram,Restaurants and bars,3,visnereceli.bsky.social,visne receli,0,,5,MEDIUM,https://bsky.app/profile/visnereceli.bsky.social,,
reece-martin,Reece Martin,RMTransit,Video - YouTube,Transportation,3,rmtransit.bsky.social,Reece Martin,0,"Writer, Learning Enthusiast, Urbanist, Optimist, Traveller, ?.

Passionate about making the world better.

https://cinqp",5,MEDIUM,https://bsky.app/profile/rmtransit.bsky.social,,
samara-singer,Samara Singer,Samara Singer,Social - Instagram,Restaurants and bars,3,thesingingsam.bsky.social,Samara Singer,0,She/her | 🌈 | TTRPG AP producer/performer @caltropchronicals | PNW resident | dancer,4,MEDIUM,https://bsky.app/profile/thesingingsam.bsky.social,,
talia-jane,Talia Jane,Talia Jane,Social - BlueSky,Activism,3,taliaotg.bsky.social,talia jane,0,"indie reporter - same handle on twitter.

holding here for when this site starts hosting video correctly.",5,MEDIUM,https://bsky.app/profile/taliaotg.bsky.social,,
tanya,Tanya,Let's Have Fun in Md,Social - Instagram,Things to Do,3,tanyarlfes.bsky.social,tanyarlfes,0,"
Get Follback? 𝗙𝗢𝗟𝗟𝗢𝗪 𝗳𝗶𝘀𝗿𝘁 and 𝗖𝗛𝗘𝗖𝗞 cara kirim menfess👉🏻 https://bsky.app/profile/tanyarlfes.bsky.social/post/3kuqozu6",5,MEDIUM,https://bsky.app/profile/tanyarlfes.bsky.social,,
tanya,Tanya,Let's Have Fun in Md,Social - Instagram,Things to Do,3,tanyakanrl.bsky.social,tanyakanrl 💚,0,akun bluesky tanyakanrl 💚,5,MEDIUM,https://bsky.app/profile/tanyakanrl.bsky.social,,
tanya,Tanya,Let's Have Fun in Md,Social - Instagram,Things to Do,3,tanyaxshort.bsky.social,Tanya X. Short,0,"Captain of Kitfox Games (Streets of Fortuna, Boyfriend Dungeon, Dwarf Fortress, Caves of Qud). Co-director of Pixelles &",5,MEDIUM,https://bsky.app/profile/tanyaxshort.bsky.social,,
tanya,Tanya,Let's Have Fun in Md,Social - Instagram,Things to Do,3,tanyaofmars.bsky.social,Dr. Tanya Harrison,0,"“Very Respected Science Person” -NBC News
🔴 Former science operations for NASA Mars missions
🛰️ Current space sector str",5,MEDIUM,https://bsky.app/profile/tanyaofmars.bsky.social,,
Webbie,Webbie,Webbie,Video - TikTok,Lifestyle,3,cutewebbies.bsky.social,Cute Webbies,0,Webbed Toed Content Creator • Foot Fetish • Femdom • Sexting • Custom Videos • Hiker Girl Socks for Sale • Free OnlyFans,5,MEDIUM,https://bsky.app/profile/cutewebbies.bsky.social,,
Webbie,Webbie,Webbie,Video - TikTok,Lifestyle,3,webbiewebbster.bsky.social,Webbie Webbster ,0,"I am the Webbie of KeepingItPeel and of Football and Music and of ScouseVeg. 
",5,MEDIUM,https://bsky.app/profile/webbiewebbster.bsky.social,,
zac-bowling,Zac Bowling,Yes In My Backyard,Video - TikTok,"Housing, Urban Planning, Policy",3,zacbowling.com,Zac Bowling 🥑,0,That famous YIMBY/Urbanist TikToker/YouTuber (@yesinmybackyard) | CA Dem Party Delegate | YIMBY East Bay Lead | Engineer,5,MEDIUM,https://bsky.app/profile/zacbowling.com,,
ck,CK,Hype Foodies,Video - Instagram,"Restaurants and bars, Travel",3,ckd.sh,Chris Dehghanpoor,0,"OSINT reporter, Washington Post investigations • @chrisd9r on twitter • https://ckd.sh",3,LOW,https://bsky.app/profile/ckd.sh,,
ck,CK,Hype Foodies,Video - Instagram,"Restaurants and bars, Travel",3,ckunzelman.bsky.social,cmrn knzlmn,0,Critic. Tabletop columnist for Rascal News. Podcasts for Ranged Touch (Shelved By Genre | Just King Things | Game Studie,3,LOW,https://bsky.app/profile/ckunzelman.bsky.social,,
dr-ed-weir,Dr. Ed Weir,Dr. Ed Weir,Video - YouTube,Personal Finance,3,mygovexpert.bsky.social,"Dr. Ed Weir, PhD, Former Social Security Manager",0,I help people get the Social Security benefits THEY earned! Over 800 YouTube videos and FREE YouTube LIVE Q&A several ti,3,LOW,https://bsky.app/profile/mygovexpert.bsky.social,,
holly-garner,Holly Garner,Holly Garner,Social - Instagram,Photography,3,hollyanngarner.bsky.social,Holly Garner (she/her),0,,3,LOW,https://bsky.app/profile/hollyanngarner.bsky.social,,
noel-burgess,Noel Burgess,Noel Burgess,Video - Instagram,"Food, Travel, Identity/Belonging",3,noelburgess.bsky.social,Noël Burgess,0,"I tell stories about Travel, Food, Drink, and Culture",3,LOW,https://bsky.app/profile/noelburgess.bsky.social,,
onose,Onose,Onose,Social - Instagram,Things to Do,3,onos3ndai.bsky.social,Onosendai,0,Modular Synth / Hard SF / Good Video Games,3,LOW,https://bsky.app/profile/onos3ndai.bsky.social,,
ray-delahanty,Ray Delahanty,City Nerd,Video - YouTube,Housing,3,nerd4cities.bsky.social,Ray Delahanty | CityNerd,0,"Plangineer (AICP) when I’m at work, alter ego CityNerd when I’m not. New videos on cities and transportation every Wedne",3,LOW,https://bsky.app/profile/nerd4cities.bsky.social,,
taya-graham,Taya Graham,Police Accountability Report,Video - YouTube,"Government Accountability, Investigative",3,tayagraham.bsky.social,Taya M Graham (Reporter) I follow back!✊🏾,0,I'm an independent journalist who hosts The Police Accountability Report a show dedicated to sharing your side of the st,3,LOW,https://bsky.app/profile/tayagraham.bsky.social,,
trevell-anderson,Tre'vell Anderson,Tre'vell Anderson,Video - Instagram,"LGBTQIA, Culture",3,trevellanderson.bsky.social,Tre’vell Anderson,0,"They/Them. Journalist. Critic. Authoress (WE SEE EACH OTHER: A BLACK, TRANS JOURNEY THROUGH TV & FILM; HISTORICALLY BLAC",3,LOW,https://bsky.app/profile/trevellanderson.bsky.social,,
chai-jing,柴静 Chai Jing,柴静 Chai Jing,Video - YouTube,"Investigative, Climate/Environment",3,chai-jing.bsky.social,柴静,0,"Chai Jing, journalist. Author of ""Under the Dome"" and ""Stranger: Talking to Jihadists."" chaijing2023@gmail.com",3,LOW,https://bsky.app/profile/chai-jing.bsky.social,,
chai-jing,柴静 Chai Jing,柴静 Chai Jing,Video - YouTube,"Investigative, Climate/Environment",3,chaijing0101.bsky.social,柴静,0,"Chai Jing, journalist. Author of ""Under the Dome"" and ""Stranger: Talking to Jihadists."" chaijing2023@gmail.com",3,LOW,https://bsky.app/profile/chaijing0101.bsky.social,,
ab-burns-tucker,A.B. Burns-Tucker,I am legally hype,Video - Instagram,"Law/Legal Issues, Politics",3,,,,,0,NO_MATCH,,,
aaron-carroll,Aaron Carroll,Healthcare Triage,Video - YouTube,"Health/Wellness, Science",3,,,,,0,NO_MATCH,,,
adeola-fayehun,Adeola Fayehun,Keeping It Real with Adeola,Video - YouTube,World,3,,,,,0,NO_MATCH,,,
adriana-goblirsch,Adriana Goblirsch,Adriana Goblirsch,Video - Instagram,"Health/Wellness, Parenting, Activism",3,,,,,0,NO_MATCH,,,
adrienne-samuels-gibbs,Adrienne Samuels-Gibbs,Adrienne Samuels-Gibbs,Social - LinkedIn,"Culture, Entertainment/Hollywood, Identity/Belonging",3,,,,,0,NO_MATCH,,,
aiden-mccaig,Aiden McCaig,Lemonade Stand,Video - YouTube,Business,3,,,,,0,NO_MATCH,,,
alandya-warren,Alandya Warren,Alandya Warren,Video - TikTok,History,3,,,,,0,NO_MATCH,,,
albert-ting,Albert Ting,pootie_ting,Video - Instagram,Things to Do,3,,,,,0,NO_MATCH,,,
artsy-fashion-peacocks,Alberto Ucles and Tom Noll,Artsy Fashion Peacocks,Social - Instagram,Fashion,3,,,,,0,NO_MATCH,,,
alec-watson,Alec Watson,Technology Connections,Video - YouTube,"Tech, Science",3,,,,,0,NO_MATCH,,,
alessandra-davin,Alessandra Davin,Alessandra Davin,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
alex-kellerman,Alex Kellerman,The F*ckin' News,Video - Instagram,"General News, Comedy",3,,,,,0,NO_MATCH,,,
alex-schroeder,Alex Schroeder,Devour DC,Video - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
alice-cappelle,Alice Cappelle,Alice Cappelle,Video - YouTube,Labor/Workers Rights,3,,,,,0,NO_MATCH,,,
alicia-chanel,Alicia & Chanel,Alicia & Chanel,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
alissa-a,Alissa A,Alissa A,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
allie-marshall,Allie Marshall,Allie Marshall,Video - TikTok,Things to Do,3,,,,,0,NO_MATCH,,,
alyssa-faigen,Alyssa Faigen,ATL_Bucketlist,Video - Instagram,Things to Do,3,,,,,0,NO_MATCH,,,
amber-ferguson,Amber Ferguson,Girl with Drive,Video - TikTok,Internet Culture,3,,,,,0,NO_MATCH,,,
amber-sherman,Amber Sherman,The Law According to Amber,Video - Instagram,"Identity/Belonging, Government Accountability, Explanatory",3,,,,,0,NO_MATCH,,,
amelia-dimoldenberg,Amelia Dimoldenberg,Chicken Shop Date,Video - YouTube,"Entertainment/Hollywood, Culture",3,,,,,0,NO_MATCH,,,
amin-tomalieh,Amin Tomalieh,Chicago Food Guide,Video - TikTok,"Things to Do, Restaurants and bars, Recipes, Food, Local",3,,,,,0,NO_MATCH,,,
amina-dehbi,Amina Dehbi,Amina Dehbi,Social - Instagram,"Business, Finance/Economics",3,,,,,0,NO_MATCH,,,
andrew-kammerer,Andrew Kammerer,Andrew Kammerer,Video - TikTok,"Health/Wellness, Local, Day in a Life, Food, Things to Do",3,,,,,0,NO_MATCH,,,
andy-baraghani,Andy Baraghani,Andy Baraghani,Social - Instagram,Food,3,,,,,0,NO_MATCH,,,
angel-barragan,Angel Barragan,Señor Barragan,Video - TikTok,"Culture, Education, Identity/Belonging",3,,,,,0,NO_MATCH,,,
angel-de-la-pena,Angel de la Pena,Angel de la Pena,Video - TikTok,"General News, Sports, Crime",3,,,,,0,NO_MATCH,,,
angel-pena,Angel Pena,El Angel de la Pena,Social - Instagram,"Crime, General News",3,,,,,0,NO_MATCH,,,
angela-liguori,Angela Liguori,Angela Liguori,Social - Instagram,"Travel, Outdoors",3,,,,,0,NO_MATCH,,,
angela-pan,Angela Pan,Angela Pan,Social - Instagram,Photography,3,,,,,0,NO_MATCH,,,
anggy-pasaribu,Anggy Pasaribu,Story of Anggy,Video - YouTube,"Politics, Entertainment/Hollywood",3,,,,,0,NO_MATCH,,,
anina-belle-giannini,Anina Belle Giannini,le chefs wife,Video - Instagram,Recipes,3,,,,,0,NO_MATCH,,,
ann-garrison,Ann Garrison,Ann Garrison,Social - Twitter / X,"World, Foreign Policy",3,,,,,0,NO_MATCH,,,
ann-lam,Ann Lam,Ann Lam,Social - Instagram,Things to Do,3,,,,,0,NO_MATCH,,,
anna-constantino,Anna Constantino,Girl Eats World,Video - TikTok,"Food, Local, Day in a Life",3,,,,,0,NO_MATCH,,,
anna-kook,Anna Kook,Anna Kook,Video - TikTok,"World, Culture",3,,,,,0,NO_MATCH,,,
annmarie-gajdos,Annmarie Gajdos,The World According to Annmarie,Video - Instagram,"Culture, Travel, Sports, Gender",3,,,,,0,NO_MATCH,,,
arielle-frodor,Arielle Frodor,Mrs. Frazzled,Video - TikTok,"Education, Politics",3,,,,,0,NO_MATCH,,,
arielle-m-hart,Arielle M. Hart,Arielle M. Hart,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
arlington-dining,Arlington Dining,Arlington Dining,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
austin-dickson,Austin Dickson,Austin Dickson,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
austin-hendrickson,Austin Hendrickson,OVOU,Video - Instagram,Fitness,3,,,,,0,NO_MATCH,,,
barnette-holston,Barnette Holston,DC Fashion Fool,Social - Instagram,Fashion,3,,,,,0,NO_MATCH,,,
bassant-hesham,Bassant Hesham,Bassant Hesham,Video - TikTok,"General News, Culture",3,,,,,0,NO_MATCH,,,
baylees-belly-in-dc,Baylee’s Belly in DC,Baylee’s Belly in DC,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
becky-beamer,Becky Beamer,This Is Not That Podcast,Video - Instagram,"General News, Weather",3,,,,,0,NO_MATCH,,,
becky-bullard,Becky Bullard,Democrasexy,Video - Instagram,"LGBTQIA, Politics, Government Accountability",3,,,,,0,NO_MATCH,,,
ben-swann,Ben Swann,Ben Swann,Video - Instagram,Investigative,3,,,,,0,NO_MATCH,,,
bethesda-history-blog,Bethesda History Blog,Bethesda History Blog,Social - Instagram,History,3,,,,,0,NO_MATCH,,,
bethesdahistoryblog,Bethesdahistoryblog,Bethesda History Blog,Video - Instagram,"Local, History",3,,,,,0,NO_MATCH,,,
bisan-owda,Bisan Owda,Bisan Owda,Video - Instagram,"World, Culture, History",3,,,,,0,NO_MATCH,,,
bite-sized-dc,Bite Sized DC,Bite Sized DC,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
blessing-adesiyan,Blessing Adesiyan,The Care Gap,Video - Instagram,"Parenting, Gender, Culture",3,,,,,0,NO_MATCH,,,
bob-kronbauer,Bob Kronbauer,BC Bob,Video - Instagram,"History, Culture",3,,,,,0,NO_MATCH,,,
boone-hogg,Boone Hogg,Stick Reviews,Video - Instagram,"World, Internet Culture, Outdoors",3,,,,,0,NO_MATCH,,,
brandon-ewing-aiden-mccaig-doug-wreden,"Brandon Ewing, Aiden McCaig & Doug Wreden",Lemonade Stand,Video - YouTube,Business,3,,,,,0,NO_MATCH,,,
brandon-perna,Brandon Perna,Thats Good Sports,Video - YouTube,Sports,3,,,,,0,NO_MATCH,,,
brb-drooling,BRB Drooling,BRB Drooling,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
briahna-joy-gray,Briahna Joy Gray,Bad Faith,Video - YouTube,"Politics, Culture",3,,,,,0,NO_MATCH,,,
brian-oliver,Brian Oliver,briankoliver,Video - Instagram,Things to Do,3,,,,,0,NO_MATCH,,,
briana-houston,Briana Houston,Chef Bri,Video - TikTok,"Recipes, Food, Health/Wellness",3,,,,,0,NO_MATCH,,,
burcin-kaia-dalkanat,"Burcin ""Kaia"" Dalkanat","Burcin ""Kaia"" Dalkanat",Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
carla-angola,Carla Angola,Carla Angola,Video - Instagram,World,3,,,,,0,NO_MATCH,,,
carla-sanchez,Carla Sanchez,Carla Sanchez,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
carlos-eduardo-espina,Carlos Eduardo Espina,Carlos Eduardo Espina,Video - TikTok,"Politics, Immigration",3,,,,,0,NO_MATCH,,,
carolay-morales,Carolay Morales,Carolay Morales,Video - TikTok,"Immigration, Human Rights, Inequality, Investigative",3,,,,,0,NO_MATCH,,,
carolines-playlist,Caroline's Playlist,Caroline's Playlist,Social - Instagram,Music,3,,,,,0,NO_MATCH,,,
cesar-cuauhtemoc-garcia-hernandez,Cesar Cuauhtémoc García Hernández,Crimmigration,Social - Facebook,Immigration,3,,,,,0,NO_MATCH,,,
charlotte-gage,Charlotte Gage,Your Pal Charlotte,Video - TikTok,Transportation,3,,,,,0,NO_MATCH,,,
chase-vondran,Chase Vondran,Explore With Chase,Video - TikTok,"Things to Do, Travel, Restaurants and bars, Lifestyle, LGBTQIA",3,,,,,0,NO_MATCH,,,
cherisse-rivera,Cherisse Rivera,Cherisse Rivera,Social - Instagram,Music,3,,,,,0,NO_MATCH,,,
chico-felitti,Chico Felitti,Chico Felitti,Video - Instagram,"World, Investigative",3,,,,,0,NO_MATCH,,,
chloe-zhang,Chloe Zhang,That Girl Chloe,Video - Instagram,"Lifestyle, Dating/Romance",3,,,,,0,NO_MATCH,,,
chris-dolo,Chris Dolo,Chris Dolo,Video - TikTok,"Restaurants and bars, Recipes, Food, Local",3,,,,,0,NO_MATCH,,,
chris-franzoni,Chris Franzoni,eatmorebemore,Video - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
chris-koeherne,Chris Koeherne,Chris Koeherne,Social - LinkedIn,"Careers, Tech",3,,,,,0,NO_MATCH,,,
chris-van-vliet,Chris Van Vliet,Chris Van Vliet,Video - YouTube,Entertainment/Hollywood,3,,,,,0,NO_MATCH,,,
christopher-chern,Christopher Chern,Christopher Chern,Social - Instagram,Photography,3,,,,,0,NO_MATCH,,,
ck-diane,CK & Diane,CK & Diane,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
cody-short-johnson,Cody Short Johnson,CoCo's Tea Media,Video - TikTok,"Local, Identity/Belonging",3,,,,,0,NO_MATCH,,,
coffee-travel-dmv,Coffee Travel DMV,Coffee Travel DMV,Social - Instagram,Lifestyle,3,,,,,0,NO_MATCH,,,
colby-dorfman,Colby Dorfman,Half Past Moon,Video - Instagram,Sports,3,,,,,0,NO_MATCH,,,
colin-rocker,Colin Rocker,Career Colin,Social - LinkedIn,"Identity/Belonging, Careers",3,,,,,0,NO_MATCH,,,
community-as-therapy,Community As Therapy,Community as Therapy,Video - Instagram,Mental Health,3,,,,,0,NO_MATCH,,,
courtney-j-white,Courtney J. White,Courthouse Couture,Video - TikTok,"Politics, Identity/Belonging",3,,,,,0,NO_MATCH,,,
cris-clapp-logan,Cris Clapp Logan,Cris Clapp Logan,Social - Instagram,Art,3,,,,,0,NO_MATCH,,,
cesar-miguel-rondon,César Miguel Rondón,César Miguel Rondón,Social - Instagram,"Politics, World",3,,,,,0,NO_MATCH,,,
dami-lee,Dami Lee,Dami Lee,Video - YouTube,"Design, Architecture, Explanatory",3,,,,,0,NO_MATCH,,,
dani-sauter,Dani Sauter,The Blond Cat Lady,Video - Instagram,"Lifestyle, Fashion",3,,,,,0,NO_MATCH,,,
daniel-van-binsbergen,Daniel Van Binsbergen,Daniel Van Binsbergen,Social - LinkedIn,"Law/Legal Issues, Tech",3,,,,,0,NO_MATCH,,,
fun-fitness-fam,Darla Slade,Fun Fitness Fam,Social - Instagram,Things to Do,3,,,,,0,NO_MATCH,,,
dave-lease,Dave Lease,The Skating Lesson,Patreon,Sports,3,,,,,0,NO_MATCH,,,
david-gokhshtein,David Gokhshtein,Gokhshtein News Network,Video - YouTube,"Finance/Economics, Tech",3,,,,,0,NO_MATCH,,,
david-santori,David Santori,David Santori,Social - Instagram,Photography,3,,,,,0,NO_MATCH,,,
davram-stiefler,Davram Stiefler,The Good Liars,Video - YouTube,"Politics, Comedy",3,,,,,0,NO_MATCH,,,
dc-cheap-eats,DC Cheap Eats,DC Cheap Eats,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
dc-food-god,DC Food God,DC Food God,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
dc-frolics,DC Frolics,DC Frolics,Social - Instagram,Things to Do,3,,,,,0,NO_MATCH,,,
dc-moms,DC Moms,DC Moms,Video - Instagram,Parenting,3,,,,,0,NO_MATCH,,,
dc-spot,DC Spot,DC Spot,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
dc4free,DC4Free,DC4Free,Social - Instagram,Things to Do,3,,,,,0,NO_MATCH,,,
dean-lauvina,Dean Lauvina,DeanChicago,Video - TikTok,"Local, Real Estate",3,,,,,0,NO_MATCH,,,
destin-sandlin,Destin Sandlin,SmarterEveryDay,Video - YouTube,"Science, Explanatory",3,,,,,0,NO_MATCH,,,
dhruv-rathee,Dhruv Rathee,Dhruv Rathee,Video - YouTube,"Politics, World, Culture",3,,,,,0,NO_MATCH,,,
diana-umana,Diana Umana,Iadidai,Video - Instagram,"Culture, Music",3,,,,,0,NO_MATCH,,,
district-delicious,District Delicious,District Delicious,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
district-eats,District Eats,District Eats,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
dj-raffi,DJ Raffi,DJ Raffi,Social - Instagram,Music,3,,,,,0,NO_MATCH,,,
dmv-bite,DMV Bite,DMV Bite,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
dmv-does,DMV DOES,DMV DOES,Social - Instagram,Things to Do,3,,,,,0,NO_MATCH,,,
dmv-eats,DMV Eats,DMV Eats,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
dmv-fooodie,DMV Fooodie,DMV Fooodie,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
dmv-kids,DMV Kids,DMV Kids,Social - Instagram,Things to Do,3,,,,,0,NO_MATCH,,,
dmv-muncher,DMV Muncher,DMV Muncher,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
dmv-sports-zone,DMV Sports Zone,DMV Sports Zone,Social - Instagram,Sports,3,,,,,0,NO_MATCH,,,
dmveats,DMVEats,DMVEats,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
domonique-bazil,Domonique Bazil,As Told by Domm,Video - Instagram,"Restaurants and bars, Fitness",3,,,,,0,NO_MATCH,,,
dory-jackson,Dory Jackson,Dory_Jackson,Video - TikTok,Film/Movies,3,,,,,0,NO_MATCH,,,
doug-wreden,Doug Wreden,Lemonade Stand,Video - YouTube,Business,3,,,,,0,NO_MATCH,,,
dr-aditi-nerurkar-md,"Dr. Aditi Nerurkar, MD","Dr. Aditi Nerurkar, MD",Video - Instagram,"Mental Health, Health/Wellness",3,,,,,0,NO_MATCH,,,
dr-jessica-knurick,Dr. Jessica Knurick,Dr. Jessica Knurick,Video - Instagram,"Health/Wellness, Food",3,,,,,0,NO_MATCH,,,
dr-kiki-sanford,Dr. Kiki Sanford,This Week in Science,Video - YouTube,"Science, Education",3,,,,,0,NO_MATCH,,,
dr-shad-zahrai,Dr. Shadé Zahrai,Dr. Shadé Zahrai,Video - TikTok,Business,3,,,,,0,NO_MATCH,,,
dr-tenninger-kellenbarger,Dr. Tenninger Kellenbarger,Dirt Diaries,Video - TikTok,"Art, History",3,,,,,0,NO_MATCH,,,
drinks-in-the-district,Drinks in the District,Drinks in the District,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
ebenezer-kwame-wormadey,Ebenezer Kwame Wormadey,Devlin's Report,Video - TikTok,"Politics, Government Accountability, Local",3,,,,,0,NO_MATCH,,,
eileen-ivette,Eileen Ivette,Black Latin History,Video - Instagram,"History, Travel, Identity/Belonging",3,,,,,0,NO_MATCH,,,
el-pelon-chicago,El Pelon Chicago,El Pelon Chicago,Video - TikTok,"Politics, Local, Identity/Belonging",3,,,,,0,NO_MATCH,,,
elena-bridgers,Elena Bridgers,Elena Bridgers,Video - Instagram,"Mental Health, Dating/Romance",3,,,,,0,NO_MATCH,,,
elisha-machado,Elisha Machado,Elisha Machado,Video - TikTok,"Entertainment/Hollywood, General News",3,,,,,0,NO_MATCH,,,
eman-sobhy,Eman Sobhy,What If — ماذا لو,Video - Instagram,"History, Local, World",3,,,,,0,NO_MATCH,,,
emily-fedner,Emily Fedner,Emily Fedner,Video - Instagram,"Food, World",3,,,,,0,NO_MATCH,,,
emily-hynds,Emily Hynds,Emily Takes Notes,Video - Instagram,"Government Accountability, Local",3,,,,,0,NO_MATCH,,,
erica-noblecilla,Erica Noblecilla,Erica Eats Everything,Video - TikTok,"Restaurants and bars, Food, Local",3,,,,,0,NO_MATCH,,,
erika-harrison,Erika Harrison,Black Girls Who Brunch,Video - TikTok,"Culture, Politics, Identity/Belonging, Activism",3,,,,,0,NO_MATCH,,,
ethan-penner,Ethan Penner,Rock Man Ethan,Video - TikTok,"Climate/Environment, Outdoors, Science",3,,,,,0,NO_MATCH,,,
everett-chu,Everett Chu,Everett Chu,Social - Instagram,Photography,3,,,,,0,NO_MATCH,,,
ezel-jimmy-smith,"Ezel ""Jimmy"" Smith","Ezel ""Jimmy"" Smith",Social - Instagram,Lifestyle,3,,,,,0,NO_MATCH,,,
farah-elkordy,Farah ElKordy,فرح الكردي,Video - Instagram,"Tech, Business, World",3,,,,,0,NO_MATCH,,,
farrah-skeiky,Farrah Skeiky,Farrah Skeiky,Social - Instagram,Photography,3,,,,,0,NO_MATCH,,,
fernando-hurtado,Fernando Hurtado,In the Hyphen,Video - YouTube,"Identity/Belonging, Culture",3,,,,,0,NO_MATCH,,,
flo-lloyd-hughes,Flo Lloyd-Hughes,Flo Lloyd-Hughes,Video - Instagram,Sports,3,,,,,0,NO_MATCH,,,
ford-fischer,Ford Fischer,News2Share,Video - YouTube,Immigration,3,,,,,0,NO_MATCH,,,
gabby-izzy,Gabby & Izzy,Gabby & Izzy,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
geo-global-tales,Geo Global Tales,Geo Global Tales,Video - YouTube,"World, Explanatory",3,,,,,0,NO_MATCH,,,
georgia-fort,Georgia Fort,Georgia Fort,Social - Facebook,"General News, Local, Politics",3,,,,,0,NO_MATCH,,,
greg-hartley,Greg Hartley,The Behavior Panel,Video - YouTube,"Politics, General News, Crime",3,,,,,0,NO_MATCH,,,
hadeel-arja,Hadeel Arja,Tiny Hand,Social - Instagram,Investigative,3,,,,,0,NO_MATCH,,,
haley-lickstein,Haley Lickstein,haleysonthego,Video - Instagram,"Activism, Politics, Identity/Belonging",3,,,,,0,NO_MATCH,,,
happy-dmv,Happy DMV,Happy DMV,Social - Instagram,Restaurants and bars,3,,,,,0,NO_MATCH,,,
